,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
83842,UE8hR06NwcGxJedPmApzig,Bill Miller Bar-B-Q,1646 Main St,Buda,TX,78610,30.08892125,-97.82294263,2.5,46,1,"{'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'RestaurantsTableService': 'False', 'WiFi': ""'no'"", 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BikeParking': 'False', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'DriveThru': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'NoiseLevel': ""u'quiet'"", 'WheelchairAccessible': 'True'}","Restaurants, Desserts, Barbeque, Food, Sandwiches","{'Monday': '0:0-0:0', 'Tuesday': '5:30-21:0', 'Wednesday': '5:30-21:0', 'Thursday': '5:30-17:0', 'Friday': '6:30-21:0', 'Saturday': '5:30-21:0', 'Sunday': '6:0-21:0'}"
83927,dbPD9eANE6Tr7LlhqTDmnA,Texas Roadhouse,2859 Clayton Crossing Way,Oviedo,FL,32765,28.61913,-81.259937,4,121,1,"{'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'DogsAllowed': 'False', 'OutdoorSeating': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'WiFi': ""'free'"", 'HappyHour': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsTakeOut': 'False', 'Caters': 'True', 'GoodForKids': 'True'}","Steakhouses, Restaurants, Barbeque","{'Monday': '0:0-0:0', 'Tuesday': '12:0-22:0', 'Wednesday': '12:0-22:0', 'Thursday': '12:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
83950,RcDYNrsYoJwAKlR8eNy7gA,Phred's Smokehouse,1207 S 1st St,Austin,TX,78704,30.251616,-97.754084,3.5,13,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'none'"", 'OutdoorSeating': 'True', 'BikeParking': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True'}","Food Trucks, Food, Barbeque, Smokehouse, Restaurants","{'Monday': '7:0-14:30', 'Tuesday': '18:0-21:0', 'Wednesday': '18:0-21:0', 'Thursday': '18:0-21:0', 'Friday': '18:0-21:0', 'Saturday': '18:0-21:0', 'Sunday': '9:0-15:0'}"
83967,XfcNNG5UsAWlnp5URCF1ww,Chi'Lantro,6301 W Parmer Ln,Austin,TX,78729,30.4451627,-97.7440468,4,21,1,"{'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True'}","Korean, Restaurants, Barbeque","{'Monday': '10:30-22:0', 'Tuesday': '10:30-22:0', 'Wednesday': '10:30-22:0', 'Thursday': '10:30-22:0', 'Friday': '10:30-22:0', 'Saturday': '10:30-22:0', 'Sunday': '10:30-22:0'}"
84026,zwKIQgthba1FUPWS7nOo0w,Smokey Bones Bar & Fire Grill,3939 Morse Xing,Columbus,OH,43219,40.04968206,-82.92074495,3,129,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'HappyHour': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsReservations': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}""}","American (Traditional), Barbeque, Chicken Wings, Restaurants, Burgers","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-1:0', 'Sunday': '11:0-1:0'}"
84250,AepvnKq0GZp7Pyy8YaZqxQ,A Little Bit of Smoke Carolina BBQ,SW 9th & Alder,Portland,OR,97205,45.5204116,-122.6808017,4,30,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'Alcohol': ""u'none'"", 'GoodForKids': 'True', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'""}","Barbeque, Sandwiches, Food Stands, Restaurants, Food","{'Monday': '11:0-15:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0'}"
84432,DNdg_cSXFvHK_3Cg-2zd-A,Popz Redbones,2137 N Courtenay Pkwy,Merritt Island,FL,32953,28.395206,-80.704847,4,18,0,"{'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsReservations': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'NoiseLevel': ""u'average'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, American (Traditional), Barbeque, Sandwiches, American (New)","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
84505,CM_9R-uIfsR3s9PjkOCoDA,Ladybird Grove & Mess Hall,684 John Wesley Dobbs Ave NE,Atlanta,GA,30312,33.75971829,-84.36440413,3.5,650,1,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'HappyHour': 'True', 'DogsAllowed': 'True', 'CoatCheck': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'WheelchairAccessible': 'True', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsReservations': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'ByAppointmentOnly': 'False', 'Smoking': ""u'outdoor'"", 'BYOB': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'HasTV': 'False'}","American (New), Bar Crawl, Barbeque, Nightlife, Restaurants","{'Monday': '0:0-0:0', 'Wednesday': '12:0-21:0', 'Thursday': '12:0-22:0', 'Friday': '12:0-22:0', 'Saturday': '12:0-22:0', 'Sunday': '12:0-22:0'}"
84548,0g4EcV2tGYc45lbv3VsBnQ,KK BBQ House,1442 Lonsdale Avenue,North Vancouver,BC,V7M 2J1,49.3217763,-123.0722873,3,5,0,"{'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'WiFi': ""u'free'""}","Restaurants, Chinese, Fast Food, Barbeque","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}"
84560,on3F1CANwFvrNlLSr4VVJw,2 Boy's BBQ,4395 Fulton Industrial Blvd,Atlanta,GA,30336,33.7653782,-84.5312704,3.5,31,1,"{'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsAttire': ""'casual'"", 'Caters': 'True', 'HasTV': 'True', 'WheelchairAccessible': 'True', 'BusinessAcceptsBitcoin': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'False', 'DogsAllowed': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'quiet'"", 'RestaurantsTableService': 'True'}","Desserts, Soul Food, Food, Barbeque, Restaurants, Breakfast & Brunch","{'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-19:0'}"
84582,zDVjN3dC9EfQno21m3O8Pg,Stiles Switch BBQ & Brew,6610 N Lamar Blvd,Austin,TX,78757,30.3345286,-97.7213666,4,1660,1,"{'RestaurantsAttire': ""u'casual'"", 'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'Caters': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'HappyHour': 'False'}","Restaurants, Barbeque","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}"
84706,GZSfB2WiE8RmRolzhKq7Iw,Logan's Roadhouse,11674 University Blvd,Orlando,FL,32817,28.597119,-81.217144,3,66,0,"{'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'Caters': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'HappyHour': 'True'}","Steakhouses, Restaurants, American (Traditional), Barbeque","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}"
84838,RahWlZ_q_jtDJ-sEyPDTlg,Yagger's,2884 West Broadway,Vancouver,BC,V6K 2G6,49.2639494,-123.1696599,4,49,1,"{'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""u'casual'"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True'}","Barbeque, Sports Bars, Canadian (New), Fast Food, Bars, American (Traditional), Pubs, Nightlife, Restaurants","{'Monday': '15:0-2:0', 'Tuesday': '15:0-2:0', 'Wednesday': '15:0-2:0', 'Thursday': '15:0-2:0', 'Friday': '15:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-0:0'}"
85082,2x3PtndKKH94xaZ90E8Pkw,Kim Jong Grillin',4606 SE Division St,Portland,OR,97206,45.505171,-122.614971,4,323,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'"", 'NoiseLevel': ""'average'"", 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'RestaurantsGoodForGroups': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'Caters': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'BikeParking': 'True'}","Barbeque, Food Stands, Restaurants, Food, Korean, Food Trucks","{'Wednesday': '11:30-20:30', 'Thursday': '11:30-20:30', 'Friday': '11:30-20:30', 'Saturday': '11:30-20:30', 'Sunday': '11:30-20:30'}"
85134,aEjx3igM_758HphpnEVtlw,Michon's Smoked Meats & Seafood,1583 Virginia Ave,College Park,GA,30337,33.6592848,-84.4410386,3,65,0,"{'BikeParking': 'False', 'WiFi': ""u'free'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'Caters': 'True', 'NoiseLevel': ""u'loud'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Barbeque, Southern, Restaurants, American (Traditional), Seafood","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-1:30', 'Saturday': '12:0-1:30', 'Sunday': '12:0-0:0'}"
85274,ThXa_yrZagsACaj-GKpt0w,Tomahawk Barbeque,1550 Philip Avenue,North Vancouver,BC,V7P 2V8,49.322759,-123.113124,3,201,1,"{'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForKids': 'True', 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'Caters': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Ambience': ""{'touristy': None, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}""}","Breakfast & Brunch, American (Traditional), Barbeque, Restaurants, Diners","{'Monday': '8:0-16:0', 'Tuesday': '8:0-16:0', 'Wednesday': '8:0-16:0', 'Thursday': '8:0-16:0', 'Friday': '8:0-16:0', 'Saturday': '8:0-16:0', 'Sunday': '8:0-16:0'}"
85309,U2S29L3S-89_S6rCljvYxQ,Chubby's Sports Bar & Grill,1846 Hard Rd,Columbus,OH,43235,40.1178378,-83.0652805,3.5,66,1,"{'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsReservations': 'False', 'OutdoorSeating': 'True', 'GoodForKids': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsGoodForGroups': 'True', 'WiFi': ""'free'"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'BestNights': ""{'monday': True, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'very_loud'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'True', 'Caters': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': False}""}","Nightlife, Sports Bars, Food, Beer, Wine & Spirits, Burgers, Bars, Chicken Wings, Barbeque, American (Traditional), Restaurants","{'Monday': '11:0-18:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '9:0-22:0', 'Sunday': '9:0-22:0'}"
85355,P_Oy0p-8GW_lfreCvRqkDQ,Mosley's Eats and Treats,2410 Hilliard Rome Rd,Hilliard,OH,43026,40.0005728,-83.1528812,3,7,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Food Trucks, Restaurants, Food, Barbeque",
85539,V6oEsSqhb4Es56grkeClmA,Jazzy John's BBQ,"512 NE 81st St, Ste J",Vancouver,WA,98665,45.681608,-122.66711,4,158,0,"{'Alcohol': ""u'beer_and_wine'"", 'Caters': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'NoiseLevel': ""'average'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'WheelchairAccessible': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True'}","Restaurants, Barbeque","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}"
85671,Qr9FT2Q2nL9nL5oXrlnELg,The Grille at Bellalago,1210 Lago Vista Ct,Kissimmee,FL,34746,28.1860823,-81.4141377,3.5,13,0,"{'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""'average'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'Caters': 'True', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}""}","Restaurants, Barbeque, Nightlife, American (Traditional), Seafood, Sandwiches, Bars, Mexican","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:30', 'Saturday': '11:0-21:30', 'Sunday': '11:0-19:0'}"
85707,9HjUwnEL5WIlv7RnnzF7CQ,Taqueria El Vecino,2743 Lavista Rd,Decatur,GA,30033,33.8239171,-84.2939897,3.5,198,1,"{'OutdoorSeating': 'True', 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'full_bar'"", 'BikeParking': 'True', 'WiFi': ""u'free'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'BusinessAcceptsBitcoin': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'BYOB': 'False', 'RestaurantsTableService': 'True', 'RestaurantsReservations': 'True', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'None'}","Mexican, Restaurants, Breakfast & Brunch, Barbeque","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-20:0'}"
85740,ae_ksimIty0ue8aBZkj6TQ,Delta Café,4607 SE Woodstock Blvd,Portland,OR,97206,45.4793305,-122.6152651,3.5,556,1,"{'BikeParking': 'True', 'RestaurantsGoodForGroups': 'True', 'BYOBCorkage': ""'no'"", 'Corkage': 'False', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""'casual'"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'Caters': 'False', 'Alcohol': ""'full_bar'"", 'DogsAllowed': 'True', 'BusinessAcceptsBitcoin': 'False', 'ByAppointmentOnly': 'False', 'RestaurantsReservations': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'CoatCheck': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'HasTV': 'True', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': None, 'dinner': True, 'brunch': None, 'breakfast': None}"", 'BYOB': 'False', 'Smoking': ""u'outdoor'""}","Cajun/Creole, Southern, Restaurants, Barbeque, Bars, Comfort Food, Nightlife, Breakfast & Brunch, Soul Food","{'Monday': '0:0-0:0', 'Tuesday': '16:0-22:0', 'Wednesday': '16:0-22:0', 'Thursday': '16:0-22:0', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0', 'Sunday': '16:0-22:0'}"
